Game Name,Release Date,Price,Categories,User Tags,Developer,Publisher,Review Level,Review Detail
Slay the Spire,23-Jan-19,$24.99 ,"Indie, Strategy","Roguelike Deckbuilder, Card Game, Card Battler, Roguelike, Deckbuilding, Turn-Based, Strategy, Singleplayer, Roguelite, Replay Value, Indie, Difficult, Dungeon Crawler, RPG, Mouse only, 2D, Great Soundtrack, Procedural Generation, Fantasy, Casual, +, ",Mega Crit,Mega Crit,Overwhelmingly Positive,"- 97% of the 145,927 user reviews for this game are positive."
REMNANT II®,25-Jul-23,$49.99 ,"Action, Adventure, RPG","Souls-like, Action, Co-op, Adventure, RPG, Third-Person Shooter, Shooter, Dark, Action-Adventure, Post-apocalyptic, Multiplayer, Online Co-Op, Horror, Combat, Third Person, Atmospheric, PvE, Controller, Singleplayer, Gore, +, ",Gunfire Games,Arc Games,Very Positive,"- 83% of the 38,964 user reviews for this game are positive."
Like a Dragon: Infinite Wealth,25-Jan-24,$69.99 ,"Action, Adventure, RPG","Action, Adventure, JRPG, Turn-Based Combat, Sexual Content, Comedy, Story Rich, Emotional, Action RPG, Singleplayer, Funny, Violent, Turn-Based, Action-Adventure, RPG, Beat 'em up, Martial Arts, Gore, Colorful, Great Soundtrack, +, ",Ryu Ga Gotoku Studio,SEGA,Very Positive,"- 91% of the 10,976 user reviews for this game are positive."
Chained Together,19-Jun-24,$4.99 ,"Adventure, Casual, Indie, Simulation","Co-op, Adventure, Casual, Platformer, Simulation, Puzzle Platformer, Action-Adventure, 3D Platformer, Third Person, Exploration, Funny, Online Co-Op, Mystery, Multiplayer, Post-apocalyptic, Emotional, Physics, Surreal, Choices Matter, Controller, +, ",Anegar Games,Anegar Games,Very Positive,"- 90% of the 36,300 user reviews for this game are positive."
Vampire Survivors,20-Oct-22,$4.99 ,"Action, Casual, Indie, RPG","Action Roguelike, Bullet Hell, Pixel Graphics, Roguelite, 2D, Vampire, Indie, Singleplayer, Casual, Arcade, Action, Roguelike, RPG, Controller, Retro, Score Attack, Dark Fantasy, Action RPG, Local Co-Op, 1980s, +, ",poncle,poncle,Overwhelmingly Positive,"- 98% of the 229,671 user reviews for this game are positive."
Disney Epic Mickey: Rebrushed,24-Sep-24,$59.99 ,"Action, Adventure","Action-Adventure, 3D Platformer, Remake, Family Friendly, Choose Your Own Adventure, Side Scroller, Singleplayer, Exploration, Puzzle Platformer, Magic, Cartoon, Puzzle, Story Rich, Platformer, Cute, Third Person, Lore-Rich, Funny, Choices Matter, Multiple Endings, +, ",Purple Lamp,THQ Nordic,Very Positive,- 95% of the 494 user reviews for this game are positive.
DCS World Steam Edition,18-Mar-18,$64.99 ,"Simulation, Free To Play","Simulation, Flight, Free to Play, Multiplayer, Military, Realistic, VR, War, Open World, Singleplayer, Shooter, Action, Co-op, Sandbox, TrackIR, First-Person, Tanks, Strategy, Massively Multiplayer, FPS, +, ",Eagle Dynamics SA,Eagle Dynamics SA,Very Positive,"- 85% of the 35,042 user reviews for this game are positive."
DREDGE,30-Mar-23,$24.99 ,"Adventure, RPG","Exploration, Fishing, Lovecraftian, Adventure, Open World, Mystery, Inventory Management, Atmospheric, RPG, Simulation, Psychological Horror, Singleplayer, Horror, Stylized, Survival Horror, Psychological, Story Rich, Sailing, 3D, Indie, +, ",Black Salt Games,Team17,Overwhelmingly Positive,"- 95% of the 31,124 user reviews for this game are positive."
GUILTY GEAR -STRIVE-,11-Jun-21,$39.99 ,Action,"Fighting, 2D Fighter, Great Soundtrack, Anime, PvP, 2.5D, Arcade, Lore-Rich, Multiplayer, Action, 2D, Story Rich, 3D, Local Multiplayer, Fantasy, Combat, Cinematic, LGBTQ+, Drama, Casual, +, ",Arc System Works,Arc System Works,Very Positive,"- 89% of the 39,875 user reviews for this game are positive."
Sid Meier's Civilization VII,11-Feb-25,$69.99 ,"Simulation, Strategy","Strategy, Turn-Based Strategy, Grand Strategy, 4X, Historical, Tactical, Hex Grid, Simulation, Singleplayer, Multiplayer, Replay Value, PvP, City Builder, Alternate History, Political Sim, Turn-Based Tactics, Stylized, Diplomacy, War, Education, +, ",Firaxis Games,2K,No user reviews,No user reviews
Call of Duty®: Black Ops III,5-Nov-15,$960.47 ,"Action, Adventure","Multiplayer, Zombies, FPS, Shooter, Action, First-Person, Singleplayer, Co-op, Futuristic, Illuminati, Hero Shooter, Robots, Sci-fi, Gore, Great Soundtrack, Story Rich, Atmospheric, Parkour, Quick-Time Events, Simulation, +, ",Treyarch,Activision,Very Positive,"- 87% of the 134,418 user reviews for this game are positive."
ELDEN RING Shadow of the Erdtree,20-Jun-24,$39.99 ,"Action, RPG","Action, RPG, Souls-like, Difficult, Fantasy, Dark, Lore-Rich, Exploration, Adventure, Story Rich, Singleplayer, Third Person, PvE, Action RPG, Character Customization, PvP, Online Co-Op, Multiplayer, 3D, Co-op, +, ","FromSoftware, Inc.","FromSoftware, Inc.",Mostly Positive,"- 70% of the 79,278 user reviews for this game are positive."
Microsoft Flight Simulator 40th Anniversary Edition,17-Aug-20,$59.99 ,Simulation,"Simulation, Flight, Realistic, Open World, Multiplayer, VR, Singleplayer, Real-Time, Atmospheric, Physics, Adventure, Colorful, Family Friendly, Beautiful, TrackIR, Surreal, Controller, Epic, Short, Psychological Horror, +, ",Asobo Studio,Xbox Game Studios,Mostly Positive,"- 79% of the 59,987 user reviews for this game are positive."
The Spell Brigade,16-Sep-24,$9.99 ,"Action, Casual, Indie, Free To Play, Early Access","Action Roguelike, Online Co-Op, Bullet Hell, Roguelite, Action, Magic, Co-op, 3D, Dark Fantasy, Singleplayer, Arcade, Top-Down Shooter, Multiplayer, Casual, Roguelike, Top-Down, Score Attack, Controller, Colorful, Early Access, +, ",Bolt Blaster Games,Bolt Blaster Games,Very Positive,"- 88% of the 2,443 user reviews for this game are positive."
Street Fighter™ 6,1-Jun-23,$59.99 ,"Action, Adventure","2D Fighter, Fighting, Character Customization, Action, Arcade, Multiplayer, Adventure, Competitive, PvP, Open World, eSports, Singleplayer, Local Multiplayer, Controller, Action RPG, 3D, Martial Arts, Great Soundtrack, Sandbox, 3D Fighter, +, ","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Very Positive,"- 85% of the 31,106 user reviews for this game are positive."
Guild Wars 2,23-Aug-22,$29.99 ,"Adventure, Massively Multiplayer, RPG, Free To Play","MMORPG, Adventure, RPG, Character Customization, Free to Play, Fantasy, Third Person, 3D, PvP, Massively Multiplayer, Atmospheric, Strategy, Class-Based, Combat, Multiplayer, Crafting, Online Co-Op, Exploration, Story Rich, Singleplayer, +, ",ArenaNet®,NCSOFT,Very Positive,"- 88% of the 19,024 user reviews for this game are positive."
Overwatch® 2,10-Aug-23,Free To Play,"Action, Free To Play","Free to Play, Hero Shooter, FPS, Multiplayer, Team-Based, PvP, Shooter, First-Person, Dark Humor, Action, Competitive, Co-op, Dystopian, Sci-fi, PvE, Cinematic, Lore-Rich, Casual, MOBA, Controller, +, ","Blizzard Entertainment, Inc.","Blizzard Entertainment, Inc.",Mostly Negative,"- 21% of the 316,606 user reviews for this game are positive."
Hunt: Showdown 1896,27-Aug-19,$29.99 ,Action,"Open World, Extraction Shooter, Atmospheric, Tactical, Multiplayer, FPS, Perma Death, Western, PvP, Shooter, Horror, Online Co-Op, Survival Horror, Co-op, Difficult, Battle Royale, Team-Based, Action, Gore, Zombies, +, ",Crytek,Crytek,Mostly Positive,"- 74% of the 184,624 user reviews for this game are positive."
SnowRunner,17-May-21,$29.99 ,"Adventure, Simulation","Simulation, Automobile Sim, Adventure, Multiplayer, Exploration, Driving, Realistic, Sandbox, Open World, First-Person, Third Person, Immersive Sim, Atmospheric, Snow, Racing, Physics, Nature, ATV, Team-Based, PvE, +, ",Saber Interactive,Focus Entertainment,Very Positive,"- 89% of the 31,083 user reviews for this game are positive."
Tactical Breach Wizards,22-Aug-24,$19.99 ,"Adventure, Indie, RPG, Strategy","Turn-Based Tactics, Turn-Based Strategy, Puzzle, Story Rich, Turn-Based, Funny, Singleplayer, Tactical, Strategy RPG, Tactical RPG, RPG, Military, Adventure, Indie, Isometric, Mystery, Comedy, Fantasy, Strategy, Satire, +, ",Suspicious Developments Inc,Suspicious Developments,Overwhelmingly Positive,"- 98% of the 6,584 user reviews for this game are positive."
Bellwright,23-Apr-24,$29.99 ,"Action, RPG, Simulation, Strategy, Early Access","Survival, Open World, Crafting, Medieval, City Builder, Online Co-Op, Simulation, RPG, Building, Multiplayer, Strategy, Life Sim, Exploration, Co-op, Action, Singleplayer, Third Person, Early Access, War, 3D, +, ",Donkey Crew,Donkey Crew,Mostly Positive,"- 78% of the 8,537 user reviews for this game are positive."
Jurassic World Evolution 2,9-Nov-21,$59.99 ,"Simulation, Strategy","Dinosaurs, Building, Simulation, Management, Sandbox, Strategy, Singleplayer, City Builder, Economy, Resource Management, Sci-fi, Open World, Violent, Atmospheric, Sequel, Action, Survival, Base Building, Multiplayer, Casual, +, ",Frontier Developments,Frontier Developments,Very Positive,"- 89% of the 26,513 user reviews for this game are positive."
Disco Elysium - The Final Cut,15-Oct-19,$39.99 ,RPG,"RPG, Story Rich, Choices Matter, Detective, Isometric, Atmospheric, Singleplayer, Point & Click, CRPG, Noir, Surreal, Political, Visual Novel, Exploration, Funny, Adventure, Indie, Open World, Character Customization, Sexual Content, +, ",ZA/UM,ZA/UM,Very Positive,"- 93% of the 94,305 user reviews for this game are positive."
MONSTER HUNTER RISE,12-Jan-22,$39.99 ,Action,"Action, RPG, Hunting, Online Co-Op, Character Customization, Multiplayer, Action RPG, Co-op, Singleplayer, Third Person, JRPG, PvE, Fantasy, Anime, Dragons, 3D, Nature, Atmospheric, Open World, Souls-like, +, ","CAPCOM Co., Ltd.","CAPCOM Co., Ltd.",Very Positive,"- 82% of the 66,734 user reviews for this game are positive."
Anno 1800,Apr-19,$59.99 ,"Simulation, Strategy","City Builder, Strategy, Simulation, Economy, Multiplayer, Resource Management, Sandbox, RTS, Singleplayer, Exploration, Management, Co-op, Historical, Political, Building, Choose Your Own Adventure, Politics, Choices Matter, Story Rich, Multiple Endings, +, ",Ubisoft Mainz,Ubisoft,Very Positive,"- 82% of the 17,698 user reviews for this game are positive."
Total War: WARHAMMER,24-May-16,$59.99 ,"Action, Strategy","Strategy, Fantasy, RTS, War, Turn-Based Strategy, Games Workshop, Grand Strategy, Multiplayer, Tactical, Dark Fantasy, Action, Singleplayer, Turn-Based, Atmospheric, Dwarf, Co-op, Story Rich, Open World, RPG, Gore, +, ",CREATIVE ASSEMBLY,SEGA,Mostly Positive,"- 78% of the 31,252 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Mount & Blade II: Bannerlord,25-Oct-22,$49.99 ,"Action, Indie, RPG, Simulation, Strategy","Medieval, Strategy, Open World, RPG, War, Sandbox, Multiplayer, Singleplayer, Action, Character Customization, Simulation, Moddable, Adventure, Horses, Realistic, Third Person, Historical, First-Person, Great Soundtrack, Early Access, +, ",TaleWorlds Entertainment,TaleWorlds Entertainment,Very Positive,"- 88% of the 197,267 user reviews for this game are positive."
S.T.A.L.K.E.R.: Shadow of Chernobyl,20-Mar-07,$19.99 ,"Action, RPG","Atmospheric, Post-apocalyptic, Open World, FPS, Survival, Action, Survival Horror, Shooter, RPG, Horror, First-Person, Singleplayer, Classic, Based On A Novel, Moddable, Adventure, Immersive, Sci-fi, Inventory Management, Difficult, +, ",GSC Game World,GSC Game World,Very Positive,"- 94% of the 34,654 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
Batman™: Arkham Knight,23-Jun-15,$19.99 ,"Action, Adventure","Action, Open World, Superhero, Stealth, Third Person, Adventure, Singleplayer, Detective, Story Rich, Fighting, Atmospheric, Dark, Comic Book, Beat 'em up, Mature, Puzzle, Horror, Sandbox, Strategy, Epic, +, ",Rocksteady Studios,WB Games,Very Positive,"- 91% of the 89,164 user reviews for this game are positive."
Age of Empires IV: Anniversary Edition,28-Oct-21,$39.99 ,Strategy,"Strategy, RTS, Base Building, War, Multiplayer, Singleplayer, Medieval, Resource Management, City Builder, Historical, Action RTS, PvP, PvE, Co-op, 3D, Management, Isometric, Open World, Online Co-Op, Mature, +, ",Relic Entertainment,Xbox Game Studios,Very Positive,"- 86% of the 55,505 user reviews for this game are positive."
The Planet Crafter,10-Apr-24,$23.99 ,Adventure,"Open World Survival Craft, Base Building, Online Co-Op, Survival, Building, Co-op, Crafting, Open World, Exploration, Space, Sandbox, First-Person, Automation, Sci-fi, Singleplayer, Resource Management, Adventure, Story Rich, Immersive Sim, Aliens, +, ",Miju Games,Miju Games,Overwhelmingly Positive,"- 96% of the 43,551 user reviews for this game are positive."
The Binding of Isaac: Repentance,31-Mar-21,$50.96 ,"Action, Adventure, RPG","Action, Adventure, RPG, Roguelike, Difficult, Replay Value, Action Roguelike, Gore, Indie, Pixel Graphics, Singleplayer, Multiplayer, Dungeon Crawler, 2D, Roguelite, Dark, Great Soundtrack, Procedural Generation, Atmospheric, Horror, +, ","Nicalis, Inc.","Nicalis, Inc.",Very Positive,"- 83% of the 12,101 user reviews for this game are positive."
Dying Light 2 Stay Human: Reloaded Edition,3-Feb-22,$59.99 ,"Action, Adventure, RPG","Open World, Co-op, Zombies, Parkour, Multiplayer, Horror, Combat, Gore, Exploration, Post-apocalyptic, First-Person, Survival, Singleplayer, Action RPG, Action, Adventure, Action-Adventure, Violent, Multiple Endings, Choices Matter, +, ",Techland,Techland,Mostly Positive,"- 79% of the 134,781 user reviews for this game are positive."
Conan Exiles,8-May-18,$39.99 ,"Action, Adventure, Massively Multiplayer, RPG, Simulation, Strategy","Survival, Open World, Building, Nudity, Open World Survival Craft, Crafting, Multiplayer, Sandbox, RPG, Massively Multiplayer, Adventure, Action, Online Co-Op, Exploration, Violent, Singleplayer, Co-op, Fantasy, Gore, PvP, +, ",Funcom,Funcom,Mostly Positive,"- 78% of the 69,561 user reviews for this game are positive."
Content Warning,1-Apr-24,$7.99 ,"Action, Adventure, Indie","Online Co-Op, Horror, Multiplayer, First-Person, Funny, Exploration, Psychological Horror, Co-op, Survival Horror, Atmospheric, Dungeon Crawler, 3D, Adventure, Supernatural, Time Management, Action-Adventure, Investigation, Mystery, Sci-fi, Procedural Generation, +, ",thePetHen,Landfall,Very Positive,"- 94% of the 42,365 user reviews for this game are positive."
F1® 24,31-May-24,$69.99 ,"Racing, Sports","Racing, Sports, Driving, Multiplayer, Automobile Sim, VR, Simulation, Early Access, Singleplayer, Competitive, Realistic, Co-op, Casual, Online Co-Op, PvP, Character Customization, Great Soundtrack, eSports, Action, +, ",Codemasters,Electronic Arts,Mostly Positive,"- 70% of the 5,977 user reviews for this game are positive."
Atomic Heart,20-Feb-23,$59.99 ,"Action, Adventure, RPG","Sexual Content, Horror, FPS, Puzzle, Mystery, Singleplayer, Robots, Action, Shooter, Sci-fi, First-Person, Open World, Action-Adventure, Exploration, Alternate History, Atmospheric, Gore, Cyberpunk, Action RPG, RPG, +, ",Mundfish,Focus Entertainment,Very Positive,"- 82% of the 25,536 user reviews for this game are positive."
DOOM Eternal,19-Mar-20,$39.99 ,Action,"FPS, Action, Great Soundtrack, Gore, Fast-Paced, Violent, Demons, Shooter, First-Person, Singleplayer, Blood, Multiplayer, Sci-fi, Post-apocalyptic, Atmospheric, Mature, Story Rich, Difficult, Adventure, Horror, +, ",id Software,Bethesda Softworks,Very Positive,"- 91% of the 168,091 user reviews for this game are positive.This product has experienced one or more periods of off-topic review activity.  Based on your preferences, the reviews within these periods have been excluded from this product's Review Score."
ASTRONEER,16-Dec-16,$29.99 ,"Adventure, Indie","Multiplayer, Open World, Open World Survival Craft, Space, Survival, Exploration, Base Building, Co-op, Sandbox, Adventure, Building, Crafting, Sci-fi, Automation, Singleplayer, Colorful, Third Person, Atmospheric, Simulation, Indie, +, ",System Era Softworks,System Era Softworks,Very Positive,"- 92% of the 106,007 user reviews for this game are positive."
